budget,genres,keywords,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,year,rtID,rtAllCriticsRating,rtAllCriticsNumReviews,rtAllCriticsNumFresh,rtAllCriticsNumRotten,rtAllCriticsScore,rtTopCriticsRating,rtTopCriticsNumReviews,rtTopCriticsNumFresh,rtTopCriticsNumRotten,rtTopCriticsScore,rtAudienceRating,rtAudienceNumRatings,rtAudienceScore
70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]","[{""id"": 4595, ""name"": ""u.s. army""}, {""id"": 7587, ""name"": ""nigeria""}, {""id"": 8570, ""name"": ""president""}]",en,"Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity, between following orders by ignoring the conflict that surrounds them, or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator, Waters, a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician.",27.055085,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Cheyenne Enterprises"", ""id"": 890}, {""name"": ""Michael Lobell Productions"", ""id"": 13473}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-03-07,85632458,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He was trained to follow orders. He became a hero by defying them.,Tears of the Sun,6.4,573,2003,tears_of_the_sun,5,148,50,98,33,4.8,36,13,23,36,3.4,24615,72
125000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]","[{""id"": 779, ""name"": ""martial arts""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 2766, ""name"": ""mutation""}, {""id"": 4580, ""name"": ""van""}, {""id"": 6362, ""name"": ""turtle""}, {""id"": 7002, ""name"": ""vigilante""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10278, ""name"": ""ninja""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 41412, ""name"": ""sewer""}, {""id"": 161184, ""name"": ""reboot""}, {""id"": 198781, ""name"": ""science experiment""}, {""id"": 209714, ""name"": ""3d""}]",en,The city needs heroes. Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April and her wise-cracking cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.,143.350376,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Platinum Dunes"", ""id"": 2481}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-08-07,4772e5,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Mysterious. Dangerous. Reptilious. You've never seen heroes like this.,Teenage Mutant Ninja Turtles,5.8,2636,1990,teenage_mutant_ninja_turtles_the_movie,4.9,37,17,20,45,5.8,7,4,3,57,3.3,21473,76
25000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 853, ""name"": ""crime fighter""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 1852, ""name"": ""mutant""}, {""id"": 6362, ""name"": ""turtle""}, {""id"": 10278, ""name"": ""ninja""}, {""id"": 12193, ""name"": ""reporter""}, {""id"": 14512, ""name"": ""new york city""}]",en,"The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.",15.505137,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Golden Harvest Company"", ""id"": 2521}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1991-03-22,78e6,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Cowabunga, it's the new turtle movie.",Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.8,286,1991,teenage_mutant_ninja_turtles_2_the_secret_of_the_ooze,4.6,27,10,17,37,5.1,8,4,4,50,3.1,14179,68
21000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 233, ""name"": ""japan""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 10278, ""name"": ""ninja""}]",en,"The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.",10.207065,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Golden Harvest Pictures"", ""id"": 969}, {""name"": ""Clearwater Holdings Limited"", ""id"": 53677}]","[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-03-17,42e6,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Turtles Are Back....In Time.,Teenage Mutant Ninja Turtles III,5.1,184,1993,teenage_mutant_ninja_turtles_iii,3.8,21,6,15,28,0,4,2,2,50,2.7,11304,42
100000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 679, ""name"": ""cyborg""}, {""id"": 1366, ""name"": ""shotgun""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 11426, ""name"": ""moral ambiguity""}, {""id"": 11857, ""name"": ""mental institution""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14946, ""name"": ""fictional war""}, {""id"": 160131, ""name"": ""morphing""}, {""id"": 160381, ""name"": ""nuclear weapons""}, {""id"": 162532, ""name"": ""shape shifter""}, {""id"": 175468, ""name"": ""savior""}, {""id"": 175472, ""name"": ""catch phrase""}]",en,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",101.74155,"[{""name"": ""Lightstorm Entertainment"", ""id"": 574}, {""name"": ""Pacific Western"", ""id"": 1280}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Carolco Pictures"", ""id"": 14723}, {""name"": ""T2 Productions"", ""id"": 61409}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1991-07-01,52e7,137,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,It's nothing personal.,Terminator 2: Judgment Day,7.7,4185,1991,terminator_2_judgment_day,8.4,42,41,1,97,7.4,11,10,1,90,3.7,77100,88
200000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 83, ""name"": ""saving the world""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 312, ""name"": ""man vs machine""}, {""id"": 679, ""name"": ""cyborg""}, {""id"": 1373, ""name"": ""killer robot""}, {""id"": 1381, ""name"": ""sun glasses""}, {""id"": 2650, ""name"": ""leather jacket""}, {""id"": 2651, ""name"": ""nanotechnology""}, {""id"": 2732, ""name"": ""rocket launcher""}, {""id"": 2733, ""name"": ""firemen""}, {""id"": 2735, ""name"": ""veterinarian""}, {""id"": 2736, ""name"": ""fire engine""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 15106, ""name"": ""psychiatrist""}]",en,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",69.405188,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""C-2 Pictures"", ""id"": 7340}, {""name"": ""IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG"", ""id"": 19116}, {""name"": ""Mostow/Lieberman Productions"", ""id"": 23636}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-07-02,435e6,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Machines Will Rise.,Terminator 3: Rise of the Machines,5.9,2143,2003,terminator_3_rise_of_the_machines,6.6,195,137,58,70,6,38,22,16,57,3.2,42333,54
200000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]","[{""id"": 83, ""name"": ""saving the world""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 530, ""name"": ""prophecy""}, {""id"": 582, ""name"": ""san francisco""}, {""id"": 679, ""name"": ""cyborg""}, {""id"": 1373, ""name"": ""killer robot""}, {""id"": 1420, ""name"": ""gas station""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6092, ""name"": ""army""}, {""id"": 6112, ""name"": ""firearm""}, {""id"": 11159, ""name"": ""wartime""}, {""id"": 12670, ""name"": ""los angeles""}]",en,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",71.862892,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""The Halcyon Company"", ""id"": 4021}, {""name"": ""Wonderland Sound and Vision"", ""id"": 4022}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-05-20,371353001,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,The End Begins.,Terminator Salvation,5.9,2463,2009,terminator_4,5,251,80,171,31,4.9,35,10,25,28,3.4,267474,64
6500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 592, ""name"": ""capitalism""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 919, ""name"": ""smoking""}, {""id"": 2251, ""name"": ""lie""}, {""id"": 3170, ""name"": ""cigarette""}, {""id"": 3664, ""name"": ""research""}, {""id"": 3703, ""name"": ""law""}, {""id"": 3721, ""name"": ""health""}, {""id"": 3983, ""name"": ""marketing""}, {""id"": 6078, ""name"": ""politics""}, {""id"": 6083, ""name"": ""politician""}, {""id"": 6357, ""name"": ""tobacco""}, {""id"": 9468, ""name"": ""liar""}, {""id"": 10123, ""name"": ""dark comedy""}, {""id"": 10163, ""name"": ""cancer""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10594, ""name"": ""money""}, {""id"": 11011, ""name"": ""morality""}, {""id"": 11514, ""name"": ""social satire""}, {""id"": 11732, ""name"": ""cigarette smoking""}, {""id"": 12094, ""name"": ""business""}, {""id"": 15086, ""name"": ""advertising""}, {""id"": 33720, ""name"": ""guilt""}, {""id"": 33740, ""name"": ""humiliation""}, {""id"": 159350, ""name"": ""lobby""}, {""id"": 171439, ""name"": ""bribe""}, {""id"": 188950, ""name"": ""corporation""}, {""id"": 209121, ""name"": ""lung cancer""}, {""id"": 219605, ""name"": ""lobbyist""}, {""id"": 219681, ""name"": ""tobacco industry""}, {""id"": 219731, ""name"": ""nicotine""}]",en,"The chief spokesperson and lobbyist Nick Naylor is the Vice-President of the Academy of Tobacco Studies. He is talented in speaking and spins argument to defend the cigarette industry in the most difficult situations. His best friends are Polly Bailey that works in the Moderation Council in alcohol business, and Bobby Jay Bliss of the gun business own advisory group SAFETY. They frequently meet each other in a bar and they self-entitle the Mod Squad a.k.a. Merchants of Death, disputing which industry has killed more people. Nick's greatest enemy is Vermont's Senator Ortolan Finistirre, who defends in the Senate the use a skull and crossed bones in the cigarette packs. Nick's son Joey Naylor lives with his mother, and has the chance to know his father in a business trip. When the ambitious reporter Heather Holloway betrays Nick disclosing confidences he had in bed with her, his life turns upside-down. But Nick is good in what he does for the mortgage.",29.01153,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Room 9 Entertainment"", ""id"": 3567}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-09-05,24793509,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Tobacco lobbyist Nick Naylor is trying to SAVE YOUR ASH!,Thank You for Smoking,7.1,664,2005,thank_you_for_smoking,7.3,177,152,25,85,6.9,38,28,10,73,3.7,55103,84
160000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]","[{""id"": 616, ""name"": ""witch""}, {""id"": 1964, ""name"": ""cave""}, {""id"": 1975, ""name"": ""arabian""}, {""id"": 5475, ""name"": ""scandinavia""}, {""id"": 5894, ""name"": ""bagdad""}, {""id"": 5895, ""name"": ""viking""}, {""id"": 5939, ""name"": ""iraq""}, {""id"": 6091, ""name"": ""war""}, {""id"": 10364, ""name"": ""mission""}]",en,"In AD 922, Arab courtier, Ahmad Ibn Fadlan accompanies a party of Vikings to the barbaric North to combat a terror that slaughters Vikings and devours their flesh.",27.220157,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-08-27,61698899,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""no"", ""name"": ""Norsk""}]",Released,Prey for the living.,The 13th Warrior,6.4,510,1999,13th_warrior,4.6,86,28,58,32,4.9,18,7,11,38,3.2,24204,66
26000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 2201, ""name"": ""first time""}, {""id"": 2389, ""name"": ""virgin""}]",en,"Andy Stitzer has a pleasant life with a nice apartment and a job stamping invoices at an electronics store. But at age 40, there's one thing Andy hasn't done, and it's really bothering his sex-obsessed male co-workers: Andy is still a virgin. Determined to help Andy get laid, the guys make it their mission to de-virginize him. But it all seems hopeless until Andy meets small business owner Trish, a single mom.",38.473732,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Apatow Productions"", ""id"": 10105}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-08-11,109449237,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,"The longer you wait, the harder it gets",The 40 Year Old Virgin,6.2,1983,2005,40_year_old_virgin,7.2,179,153,26,85,7.1,36,31,5,86,3.6,141534,81
28,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]","[{""id"": 852, ""name"": ""chemical""}, {""id"": 215404, ""name"": ""laxative""}, {""id"": 233950, ""name"": ""skinheads""}]",en,"Elmo McElroy is a streetwise American master chemist who heads to England to sell his special new formula - a powerful, blue concoction guaranteed to take you to 'the 51st state.' McElroy's new product delivers a feeling 51 times more powerful than any thrill, any pleasure, any high in history. But his plans for a quick, profitable score go comically awry when he gets stuck in Liverpool with an unlikely escort and his ex-girlfriend and becomes entangled in a bizarre web of double-dealing and double-crosses.",9.670031,"[{""name"": ""Film Council"", ""id"": 246}, {""name"": ""Alliance Atlantis Communications"", ""id"": 803}, {""name"": ""The Film Consortium"", ""id"": 1218}, {""name"": ""Focus Films"", ""id"": 1268}, {""name"": ""Momentum Films"", ""id"": 1269}, {""name"": ""National Lottery"", ""id"": 1270}, {""name"": ""Canadian Film or Video Production Tax Credit (CPTC)"", ""id"": 8582}, {""name"": ""Artists Production Group (APG)"", ""id"": 18620}, {""name"": ""Fifty First Films"", ""id"": 52619}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2001-12-07,14,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Nice Wheels. Dirty Deals. And One Mean Mother In A Kilt.,The 51st State,5.9,173,2001,formula_51,4.3,101,26,75,25,3.9,27,5,22,18,3.1,5566,61
82000000,"[{""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 402, ""name"": ""clone""}, {""id"": 2964, ""name"": ""future""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 11628, ""name"": ""cloning""}, {""id"": 18069, ""name"": ""laser gun""}, {""id"": 162988, ""name"": ""dystopic future""}, {""id"": 187046, ""name"": ""implanted memory""}, {""id"": 196376, ""name"": ""sci-fi thriller""}]",en,Futuristic action about a man who meets a clone of himself and stumbles into a grand conspiracy about clones taking over the world.,18.447479,"[{""name"": ""Phoenix Pictures"", ""id"": 11317}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-11-17,96085477,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Are You Who You Think You Are,The 6th Day,5.7,595,2000,sixth_day,5.2,112,45,67,40,5.1,31,13,18,41,2.7,12583,38
70000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 270, ""name"": ""ocean""}, {""id"": 658, ""name"": ""sea""}, {""id"": 2772, ""name"": ""diving suit""}, {""id"": 3243, ""name"": ""flying saucer""}, {""id"": 3312, ""name"": ""nuclear missile""}, {""id"": 4862, ""name"": ""alien life-form""}, {""id"": 6255, ""name"": ""insanity""}, {""id"": 10503, ""name"": ""scuba diving""}, {""id"": 14785, ""name"": ""underwater""}, {""id"": 155334, ""name"": ""scuba""}, {""id"": 162351, ""name"": ""deepsea""}, {""id"": 185477, ""name"": ""trapped underwater\u00a0""}, {""id"": 233020, ""name"": ""thalassophobia""}]",en,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.",24.961625,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Lightstorm Entertainment"", ""id"": 574}, {""name"": ""Pacific Western"", ""id"": 1280}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-08-09,90000098,139,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"There's everything you've ever known about adventure, and then there's The Abyss.",The Abyss,7.1,808,1989,abyss,7.2,43,38,5,88,6.5,6,4,2,66,3.5,17381,78
30000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]","[{""id"": 2643, ""name"": ""dead wish""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 4553, ""name"": ""black humor""}, {""id"": 6464, ""name"": ""uncle""}, {""id"": 10483, ""name"": ""eccentric""}, {""id"": 12564, ""name"": ""werewolf""}, {""id"": 162810, ""name"": ""macabre""}, {""id"": 166631, ""name"": ""loan shark""}, {""id"": 207697, ""name"": ""accountant""}]",en,"Uncle Fester has been missing for 25 years. An evil doctor finds out and introduces a fake Fester in an attempt to get the Adams Family's money. The youngest daughter has some doubts about the new uncle Fester, but the fake uncle adapts very well to the strange family. Can the doctor carry out her evil plans and take over the Adams Family's fortune?",37.179547,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Orion Pictures"", ""id"": 41}, {""name"": ""Scott Rudin Productions"", ""id"": 258}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1991-11-22,191502426,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Weird Is Relative,The Addams Family,6.7,848,1991,addams_family,5.6,39,23,16,58,4.1,7,1,6,14,3.2,28704,65
49000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]","[{""id"": 578, ""name"": ""rock and roll""}, {""id"": 837, ""name"": ""show business""}, {""id"": 2570, ""name"": ""rock star""}, {""id"": 5540, ""name"": ""heavy metal""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 155790, ""name"": ""private detective""}]",en,"Ford ""Mr. Rock n' Roll Detective"" Fairlane is experiencing problems, and it's not with the opposite sex. One of them is that all the rock stars pay him with drum sticks, koala bears, food processors and bicycle shorts. Another one of them is that all his employers that want him to find a girl named Zuzu Petals get killed. Why didn't he become a fisherman's detective instead?",2.808428,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Silver Pictures"", ""id"": 1885}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-07-11,20423389,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Kojak. Columbo. Dirty Harry. Wimps.,The Adventures of Ford Fairlane,6.2,71,1990,adventures_of_ford_fairlane,3.5,22,6,16,27,0,2,0,2,0,3.2,2144,66
100000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]","[{""id"": 305, ""name"": ""moon""}, {""id"": 585, ""name"": ""casino""}, {""id"": 1010, ""name"": ""bar""}, {""id"": 2334, ""name"": ""nightclub""}, {""id"": 2964, ""name"": ""future""}, {""id"": 6220, ""name"": ""mafia boss""}, {""id"": 18069, ""name"": ""laser gun""}]",en,"The year is 2087, the setting is the moon. Pluto Nash, the high-flying successful owner of the hottest nightclub in the universe, finds himself in trouble when he refuses to sell his club to lunar gangster Mogan, who just happens to be helping the mysterious Rex Crater mastermind a plan to take over the entire moon.",12.092241,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-08-15,7103973,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Action's future has arrived...,The Adventures of Pluto Nash,4.4,142,2002,adventures_of_pluto_nash,2.7,72,4,68,5,2.2,13,0,13,0,2,3816,20
76000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]","[{""id"": 4414, ""name"": ""adventure""}, {""id"": 6513, ""name"": ""cartoon""}, {""id"": 10267, ""name"": ""comedy""}, {""id"": 11687, ""name"": ""breaking the fourth wall""}, {""id"": 15067, ""name"": ""talking to the camera""}, {""id"": 167043, ""name"": ""road movie""}, {""id"": 196726, ""name"": ""celebrity cameo""}]",en,"Rocky and Bullwinkle have been living off the finances made from the reruns of their cartoon show. Boris and Natasha somehow manage to crossover into reality and team up with Fearless Leader, an evil criminal turned media mogul with some evil plans up his sleeve. Rocky and Bullwinkle must stop the three of them before they wreak havoc.",8.981427,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Capella International"", ""id"": 594}, {""name"": ""KC Medien AG"", ""id"": 596}, {""name"": ""Tribeca Productions"", ""id"": 11391}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-06-30,35134820,88,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,This summer it's not the same old bull.,The Adventures of Rocky & Bullwinkle,3.9,87,2000,adventures_of_rocky_and_bullwinkle,4.8,92,39,53,42,5.2,26,13,13,50,2.2,4613,24
62000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]","[{""id"": 833, ""name"": ""white house""}, {""id"": 840, ""name"": ""usa president""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 33476, ""name"": ""widower""}, {""id"": 211505, ""name"": ""wildlife conservation""}]",en,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings.",11.056763,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-11-17,107879496,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Why can't the most powerful man in the world have the one thing he wants most?,The American President,6.5,195,1995,american_president,7,49,44,5,89,7.2,18,16,2,88,3.2,8320,71
19000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]","[{""id"": 3649, ""name"": ""holy water""}, {""id"": 9398, ""name"": ""long island""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 9848, ""name"": ""family dinner""}, {""id"": 9853, ""name"": ""paranormal""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 162413, ""name"": ""wood chopping""}, {""id"": 172266, ""name"": ""backwards""}, {""id"": 172272, ""name"": ""tortured to death""}, {""id"": 172274, ""name"": ""moving in""}, {""id"": 172280, ""name"": ""based on supposedly true story""}]",en,A family is terrorized by demonic forces after moving into a home that was the site of a grisly mass-murder.,30.205943,"[{""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Radar Pictures"", ""id"": 14718}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-04-15,108047131,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What happened over the next 28 days has never been explained.,The Amityville Horror,6,588,2005,amityville_horror,4.2,155,37,118,23,3.9,33,7,26,21,3.2,31070,64
