title,genre,vote_average,rtAllCriticsRating
Four Weddings and a Funeral,Comedy,6.6,7.5
Four Weddings and a Funeral,Drama,6.6,7.5
Four Weddings and a Funeral,Romance,6.6,7.5
Frailty,Drama,7,6.9
Frailty,Thriller,7,6.9
Frailty,Crime,7,6.9
Freaky Friday,Comedy,6,7
Freddy vs. Jason,Horror,5.8,4.9
Freddy's Dead: The Final Nightmare,Horror,5.1,3.9
Freddy's Dead: The Final Nightmare,Thriller,5.1,3.9
Freddy's Dead: The Final Nightmare,Comedy,5.1,3.9
Freedom Writers,Crime,7.5,6.3
Freedom Writers,Drama,7.5,6.3
Frenzy,Crime,7.1,7.4
Frenzy,Drama,7.1,7.4
Frenzy,Mystery,7.1,7.4
Frenzy,Thriller,7.1,7.4
Frequency,Crime,7,6.5
Frequency,Drama,7,6.5
Frequency,Science Fiction,7,6.5
Frequency,Thriller,7,6.5
Frida,Drama,7.3,6.9
Frida,Romance,7.3,6.9
Friday After Next,Comedy,6,4.1
Friday the 13th Part 2,Horror,6,4.4
Friday the 13th Part 2,Thriller,6,4.4
Friday the 13th Part III,Horror,5.7,3.5
Friday the 13th Part III,Thriller,5.7,3.5
Friday the 13th Part VII: The New Blood,Horror,5.3,4.5
Friday the 13th Part VII: The New Blood,Thriller,5.3,4.5
Friday the 13th Part VIII: Jason Takes Manhattan,Horror,4.8,2.9
Friday the 13th Part VIII: Jason Takes Manhattan,Thriller,4.8,2.9
Friday the 13th: A New Beginning,Horror,5.1,3.3
Friday the 13th: A New Beginning,Thriller,5.1,3.3
Friday the 13th: The Final Chapter,Horror,5.9,4.3
Friday the 13th: The Final Chapter,Thriller,5.9,4.3
Fright Night,Horror,6,7.3
Fright Night,Comedy,6,7.3
From Dusk Till Dawn,Horror,6.9,6
From Dusk Till Dawn,Action,6.9,6
From Dusk Till Dawn,Thriller,6.9,6
From Dusk Till Dawn,Crime,6.9,6
From Hell,Horror,6.6,5.7
From Hell,Mystery,6.6,5.7
From Hell,Thriller,6.6,5.7
From Here to Eternity,War,7.2,8
From Here to Eternity,Drama,7.2,8
From Here to Eternity,Romance,7.2,8
From Justin to Kelly,Comedy,3,2.8
From Justin to Kelly,Romance,3,2.8
From Russia with Love,Action,6.9,7.9
From Russia with Love,Thriller,6.9,7.9
From Russia with Love,Adventure,6.9,7.9
Full Frontal,Comedy,4.8,5.2
Full Frontal,Drama,4.8,5.2
Full Frontal,Romance,4.8,5.2
Fun with Dick and Jane,Comedy,5.9,4.9
Fur: An Imaginary Portrait of Diane Arbus,Drama,5.8,4.9
Fur: An Imaginary Portrait of Diane Arbus,Mystery,5.8,4.9
Fur: An Imaginary Portrait of Diane Arbus,Romance,5.8,4.9
G.I. Jane,Action,6,6
G.I. Jane,Drama,6,6
G.I. Joe: The Rise of Cobra,Adventure,5.6,4.6
G.I. Joe: The Rise of Cobra,Action,5.6,4.6
G.I. Joe: The Rise of Cobra,Thriller,5.6,4.6
G.I. Joe: The Rise of Cobra,Science Fiction,5.6,4.6
Galaxina,Comedy,3.3,3.6
Galaxina,Science Fiction,3.3,3.6
Galaxy Quest,Comedy,6.9,7.2
Galaxy Quest,Family,6.9,7.2
Galaxy Quest,Science Fiction,6.9,7.2
Gandhi,Drama,7.4,7.7
Gandhi,History,7.4,7.7
Gangs of New York,Drama,7.1,7.1
Gangs of New York,History,7.1,7.1
Gangs of New York,Crime,7.1,7.1
Garden State,Comedy,7.1,7.4
Garden State,Drama,7.1,7.4
Garden State,Romance,7.1,7.4
Garfield,Animation,5.2,3.5
Garfield,Comedy,5.2,3.5
Garfield,Family,5.2,3.5
Gattaca,Thriller,7.5,7.1
Gattaca,Science Fiction,7.5,7.1
Gattaca,Mystery,7.5,7.1
Gattaca,Romance,7.5,7.1
Gentleman's Agreement,Drama,6.8,7
Gentleman's Agreement,Romance,6.8,7
Get Carter,Action,4.8,3.6
Get Carter,Drama,4.8,3.6
Get Carter,Thriller,4.8,3.6
Get Carter,Crime,4.8,3.6
Get on the Bus,Drama,7,7.5
Get Rich or Die Tryin',Drama,6.3,4.4
Get Shorty,Comedy,6.4,7.7
Get Shorty,Thriller,6.4,7.7
Get Shorty,Crime,6.4,7.7
Get Smart,Action,6,5.5
Get Smart,Comedy,6,5.5
Get Smart,Thriller,6,5.5
Ghost,Fantasy,6.9,6.8
Ghost,Drama,6.9,6.8
Ghost,Thriller,6.9,6.8
Ghost,Mystery,6.9,6.8
Ghost,Romance,6.9,6.8
Ghost Rider,Thriller,5.2,4.3
Ghost Rider,Action,5.2,4.3
Ghost Rider,Fantasy,5.2,4.3
Ghost Rider,Horror,5.2,4.3
Ghost Ship,Horror,5.3,3.8
Ghost Ship,Mystery,5.3,3.8
Ghost Ship,Thriller,5.3,3.8
Ghosts of Mars,Action,4.8,3.6
Ghosts of Mars,Horror,4.8,3.6
Ghosts of Mars,Science Fiction,4.8,3.6
Girl 6,Comedy,5.7,4.6
Gladiator,Action,7.9,7
Gladiator,Drama,7.9,7
Gladiator,Adventure,7.9,7
Glengarry Glen Ross,Crime,7.5,8.5
Glengarry Glen Ross,Drama,7.5,8.5
Glengarry Glen Ross,Mystery,7.5,8.5
Glitter,Drama,3.4,2.8
Glitter,Romance,3.4,2.8
Glory,War,7.4,7.9
Go,Crime,7,7.6
Go,Comedy,7,7.6
Go,Thriller,7,7.6
Gods and Generals,Drama,6.1,3.5
Gods and Generals,History,6.1,3.5
Gods and Generals,War,6.1,3.5
Gods and Monsters,Drama,6.8,8.4
Godsend,Drama,4.7,3.4
Godsend,Horror,4.7,3.4
Godsend,Science Fiction,4.7,3.4
Godsend,Thriller,4.7,3.4
Going the Distance,Comedy,6,2.8
Going the Distance,Drama,6,2.8
Going the Distance,Romance,6,2.8
GoldenEye,Adventure,6.6,6.8
GoldenEye,Action,6.6,6.8
GoldenEye,Thriller,6.6,6.8
Goldfinger,Adventure,7.2,8.4
Goldfinger,Action,7.2,8.4
Goldfinger,Thriller,7.2,8.4
Gone in Sixty Seconds,Action,6.1,4.4
Gone in Sixty Seconds,Crime,6.1,4.4
Gone in Sixty Seconds,Thriller,6.1,4.4
Gone with the Wind,Drama,7.7,8.7
Gone with the Wind,Romance,7.7,8.7
Gone with the Wind,War,7.7,8.7
Good Luck Chuck,Comedy,5.5,2.8
Good Luck Chuck,Drama,5.5,2.8
Good Luck Chuck,Romance,5.5,2.8
"Good Morning, Vietnam",Comedy,7.1,7.3
"Good Morning, Vietnam",Drama,7.1,7.3
"Good Morning, Vietnam",War,7.1,7.3
"Good Night, and Good Luck.",Drama,6.8,8.1
"Good Night, and Good Luck.",History,6.8,8.1
Good Will Hunting,Drama,7.9,8
Gosford Park,Drama,6.8,7.5
Gosford Park,Mystery,6.8,7.5
Gosford Park,Thriller,6.8,7.5
Gossip,Drama,5.5,4.4
Gossip,Mystery,5.5,4.4
Gossip,Thriller,5.5,4.4
Gothika,Horror,5.8,4.1
Gothika,Thriller,5.8,4.1
Gracie,Drama,6,5.8
Gran Torino,Drama,7.8,7.1
Grease,Romance,7.2,6.7
Gremlins,Fantasy,6.9,6.8
Gremlins,Horror,6.9,6.8
Gremlins,Comedy,6.9,6.8
Gremlins 2: The New Batch,Comedy,6.2,6.4
Gremlins 2: The New Batch,Horror,6.2,6.4
Gremlins 2: The New Batch,Fantasy,6.2,6.4
Gridiron Gang,Action,6.5,5.6
Gridiron Gang,Adventure,6.5,5.6
Gridiron Gang,Crime,6.5,5.6
Gridiron Gang,Drama,6.5,5.6
Grindhouse,Thriller,6.8,7.4
Grindhouse,Action,6.8,7.4
Grindhouse,Horror,6.8,7.4
Groundhog Day,Romance,7.4,7.9
Groundhog Day,Fantasy,7.4,7.9
Groundhog Day,Drama,7.4,7.9
Groundhog Day,Comedy,7.4,7.9
Guess Who,Comedy,5.5,5.4
Guess Who,Romance,5.5,5.4
Gulliver's Travels,Comedy,4.9,6.6
Gun Shy,Action,5.4,4.5
Gun Shy,Comedy,5.4,4.5
Gun Shy,Romance,5.4,4.5
Gun Shy,Thriller,5.4,4.5
Hackers,Action,6.2,4.7
Hackers,Crime,6.2,4.7
Hackers,Thriller,6.2,4.7
Hackers,Drama,6.2,4.7
Hairspray,Family,6.5,7.7
Hairspray,Comedy,6.5,7.7
Hairspray,Music,6.5,7.7
Hairspray,Romance,6.5,7.7
Half Baked,Comedy,6.4,4.2
Half Baked,Crime,6.4,4.2
Half Nelson,Drama,6.5,7.6
Halloween,Horror,7.4,4.1
Halloween,Thriller,7.4,4.1
Halloween 4: The Return of Michael Myers,Horror,5.9,3.8
Halloween 4: The Return of Michael Myers,Thriller,5.9,3.8
Halloween II,Horror,5.1,4.3
Halloween III: Season of the Witch,Horror,5,4.2
Halloween III: Season of the Witch,Mystery,5,4.2
Halloween III: Season of the Witch,Science Fiction,5,4.2
Halloween: Resurrection,Horror,4.5,3.4
Halloween: Resurrection,Thriller,4.5,3.4
Halloween: The Curse of Michael Myers,Horror,5,2.5
Halloween: The Curse of Michael Myers,Thriller,5,2.5
Hancock,Fantasy,6.2,5.4
Hancock,Action,6.2,5.4
Hannibal Rising,Crime,6,3.9
Hannibal Rising,Drama,6,3.9
Hannibal Rising,Thriller,6,3.9
Happily N'Ever After,Animation,4.6,3
Happily N'Ever After,Comedy,4.6,3
Happily N'Ever After,Family,4.6,3
Happily N'Ever After,Fantasy,4.6,3
Happily N'Ever After,Science Fiction,4.6,3
Happiness,Comedy,7.4,7.9
Happiness,Drama,7.4,7.9
Happy Feet,Animation,5.9,6.9
Happy Feet,Comedy,5.9,6.9
Happy Gilmore,Comedy,6.5,5.5
"Happy, Texas",Comedy,5.5,6.7
"Happy, Texas",Crime,5.5,6.7
Hard Candy,Drama,6.8,6.4
Hard Candy,Thriller,6.8,6.4
Harley Davidson and the Marlboro Man,Action,6.1,3.6
Harley Davidson and the Marlboro Man,Thriller,6.1,3.6
Harold & Kumar Escape from Guantanamo Bay,Comedy,6.2,5.6
Harold & Kumar Escape from Guantanamo Bay,Adventure,6.2,5.6
Harold & Kumar Go to White Castle,Comedy,6.6,6.5
Harold & Kumar Go to White Castle,Adventure,6.6,6.5
Harper,Action,6.2,7.1
Harper,Drama,6.2,7.1
Harper,Thriller,6.2,7.1
Harper,Crime,6.2,7.1
Harper,Mystery,6.2,7.1
Harry Potter and the Chamber of Secrets,Adventure,7.4,7.1
Harry Potter and the Chamber of Secrets,Fantasy,7.4,7.1
Harry Potter and the Chamber of Secrets,Family,7.4,7.1
Harry Potter and the Goblet of Fire,Adventure,7.5,7.4
Harry Potter and the Goblet of Fire,Fantasy,7.5,7.4
Harry Potter and the Goblet of Fire,Family,7.5,7.4
Harry Potter and the Order of the Phoenix,Adventure,7.4,6.8
Harry Potter and the Order of the Phoenix,Fantasy,7.4,6.8
Harry Potter and the Order of the Phoenix,Family,7.4,6.8
Harry Potter and the Order of the Phoenix,Mystery,7.4,6.8
Harsh Times,Crime,6.3,5.5
Harsh Times,Drama,6.3,5.5
Harsh Times,Thriller,6.3,5.5
Harsh Times,Action,6.3,5.5
Hart's War,Drama,5.9,5.9
Hart's War,War,5.9,5.9
He Got Game,Drama,6.7,6.9
He's Just Not That Into You,Comedy,6.2,5.2
He's Just Not That Into You,Romance,6.2,5.2
He's Just Not That Into You,Drama,6.2,5.2
Head Over Heels,Comedy,5.3,3.3
Head Over Heels,Romance,5.3,3.3
Heartbeeps,Comedy,3.8,1.6
Heartbeeps,Romance,3.8,1.6
Heartbeeps,Family,3.8,1.6
Hearts in Atlantis,Drama,6.4,5.7
Hearts in Atlantis,Mystery,6.4,5.7
Heaven's Gate,Action,6.4,5
Heaven's Gate,Drama,6.4,5
Heaven's Gate,History,6.4,5
Heaven's Gate,Western,6.4,5
Heavenly Creatures,Drama,7,8.3
Heavenly Creatures,Fantasy,7,8.3
Heist,Crime,5.6,6.2
Heist,Action,5.6,6.2
Heist,Thriller,5.6,6.2
Hell's Angels,Action,6.1,7.3
Hell's Angels,Drama,6.1,7.3
Hell's Angels,History,6.1,7.3
Hellboy,Fantasy,6.5,6.8
Hellboy,Action,6.5,6.8
Hellboy,Science Fiction,6.5,6.8
Hellboy II: The Golden Army,Adventure,6.5,7.2
Hellboy II: The Golden Army,Fantasy,6.5,7.2
Hellboy II: The Golden Army,Science Fiction,6.5,7.2
Hellraiser,Horror,6.9,5.9
Herbie Fully Loaded,Comedy,5.1,5.4
Herbie Fully Loaded,Family,5.1,5.4
Herbie Fully Loaded,Adventure,5.1,5.4
Herbie Fully Loaded,Fantasy,5.1,5.4
Herbie Fully Loaded,Romance,5.1,5.4
Hercules,Action,5.6,7
Hercules,Adventure,5.6,7
Hidalgo,Western,6.5,5.6
Hidalgo,Adventure,6.5,5.6
Hide and Seek,Horror,6.1,3.8
Hide and Seek,Mystery,6.1,3.8
Hide and Seek,Thriller,6.1,3.8
High Anxiety,Comedy,6.5,6.4
High Anxiety,Music,6.5,6.4
High Fidelity,Comedy,7,7.6
High Fidelity,Drama,7,7.6
High Fidelity,Romance,7,7.6
High Fidelity,Music,7,7.6
High Noon,Western,7.6,8.8
High Plains Drifter,Western,7.4,7.7
Highlander,Adventure,6.8,5.9
Highlander,Action,6.8,5.9
Highlander,Fantasy,6.8,5.9
Highlander: Endgame,Action,4.4,3.3
Highlander: Endgame,Fantasy,4.4,3.3
Highlander: Endgame,Science Fiction,4.4,3.3
History of the World: Part I,Comedy,6.5,5.6
Hitch,Comedy,6.4,6.3
Hitch,Drama,6.4,6.3
Hitch,Romance,6.4,6.3
Hocus Pocus,Comedy,6.4,4.1
Hocus Pocus,Family,6.4,4.1
Hocus Pocus,Fantasy,6.4,4.1
Hollow Man,Action,5.6,4.4
Hollow Man,Science Fiction,5.6,4.4
Hollow Man,Thriller,5.6,4.4
Hollywood Homicide,Action,5,4.7
Hollywood Homicide,Adventure,5,4.7
Hollywood Homicide,Comedy,5,4.7
Hollywood Homicide,Thriller,5,4.7
Home Alone,Comedy,7.1,5
Home Alone,Family,7.1,5
Home Alone 2: Lost in New York,Comedy,6.3,3.6
Home Alone 2: Lost in New York,Family,6.3,3.6
Home Alone 2: Lost in New York,Adventure,6.3,3.6
Home Alone 2: Lost in New York,Crime,6.3,3.6
Home Fries,Drama,4.8,4.8
Home Fries,Comedy,4.8,4.8
Home Fries,Romance,4.8,4.8
Home on the Range,Animation,5.7,5.7
Home on the Range,Family,5.7,5.7
Honey,Romance,6,4.1
Honey,Music,6,4.1
Honey,Family,6,4.1
Hoodwinked!,Animation,5.9,5.5
Hoodwinked!,Comedy,5.9,5.5
Hoodwinked!,Family,5.9,5.5
Hook,Adventure,6.6,4.3
Hook,Fantasy,6.6,4.3
Hook,Comedy,6.6,4.3
Hook,Family,6.6,4.3
Hoop Dreams,Documentary,7.7,8.5
Hope Springs,Drama,5.8,4.5
Hope Springs,Comedy,5.8,4.5
Hope Springs,Romance,5.8,4.5
Hostage,Mystery,6.2,5
Hostage,Drama,6.2,5
Hostage,Thriller,6.2,5
Hostage,Crime,6.2,5
Hostel,Horror,5.7,5.8
Hostel: Part II,Horror,5.6,5.1
Hot Fuzz,Crime,7.4,7.7
Hot Fuzz,Action,7.4,7.7
Hot Fuzz,Comedy,7.4,7.7
Hotel Rwanda,Drama,7.5,7.9
Hotel Rwanda,History,7.5,7.9
Hotel Rwanda,War,7.5,7.9
House of 1000 Corpses,Horror,6,3.3
House of Sand and Fog,Drama,7,7.1
House of Wax,Horror,5.5,4.3
House on Haunted Hill,Horror,5.5,4.4
House on Haunted Hill,Mystery,5.5,4.4
House on Haunted Hill,Thriller,5.5,4.4
How Green Was My Valley,Drama,6.8,7.8
How High,Comedy,6.3,3.8
How Stella Got Her Groove Back,Comedy,6,5.5
How Stella Got Her Groove Back,Drama,6,5.5
How Stella Got Her Groove Back,Romance,6,5.5
How the Grinch Stole Christmas,Family,6.2,5.6
How the Grinch Stole Christmas,Comedy,6.2,5.6
How the Grinch Stole Christmas,Fantasy,6.2,5.6
How to Lose a Guy in 10 Days,Comedy,6.3,5
How to Lose a Guy in 10 Days,Romance,6.3,5
How to Lose Friends & Alienate People,Comedy,6.2,5
How to Lose Friends & Alienate People,Romance,6.2,5
How to Lose Friends & Alienate People,Drama,6.2,5
Howard the Duck,Comedy,5.1,2.5
Howard the Duck,Fantasy,5.1,2.5
Howard the Duck,Science Fiction,5.1,2.5
Hud,Action,7.5,7.2
Hud,Drama,7.5,7.2
Hud,Western,7.5,7.2
Hudson Hawk,Action,5.4,3.6
Hudson Hawk,Adventure,5.4,3.6
Hudson Hawk,Comedy,5.4,3.6
Human Traffic,Comedy,6.8,6.1
Human Traffic,Drama,6.8,6.1
Hustle & Flow,Drama,6.9,7.3
I Am Legend,Drama,6.9,6.3
I Am Legend,Horror,6.9,6.3
I Am Legend,Action,6.9,6.3
I Am Legend,Thriller,6.9,6.3
I Am Legend,Science Fiction,6.9,6.3
I Am Sam,Drama,7.2,4.6
I Know What You Did Last Summer,Horror,5.6,5.3
I Know What You Did Last Summer,Thriller,5.6,5.3
I Know What You Did Last Summer,Mystery,5.6,5.3
I Married a Strange Person!,Drama,7.5,6.1
I Married a Strange Person!,Comedy,7.5,6.1
I Married a Strange Person!,Animation,7.5,6.1
I Still Know What You Did Last Summer,Horror,5.1,3.3
I Still Know What You Did Last Summer,Mystery,5.1,3.3
I Still Know What You Did Last Summer,Thriller,5.1,3.3
I'm Not There.,Drama,6.6,7
I'm Not There.,Music,6.6,7
Ice Age,Animation,7.1,6.8
Ice Age,Comedy,7.1,6.8
Ice Age,Family,7.1,6.8
Ice Age,Adventure,7.1,6.8
Ice Age: The Meltdown,Animation,6.5,6.1
Ice Age: The Meltdown,Family,6.5,6.1
Ice Age: The Meltdown,Comedy,6.5,6.1
Ice Age: The Meltdown,Adventure,6.5,6.1
Ice Princess,Drama,5.9,5.6
Ice Princess,Comedy,5.9,5.6
Ice Princess,Family,5.9,5.6
Identity,Mystery,7.1,6.4
Identity,Thriller,7.1,6.4
Idiocracy,Adventure,6.3,6.5
Idiocracy,Comedy,6.3,6.5
Idiocracy,Science Fiction,6.3,6.5
Idle Hands,Thriller,6.1,3.4
Idle Hands,Comedy,6.1,3.4
Idle Hands,Horror,6.1,3.4
Igby Goes Down,Comedy,6.5,6.9
Igby Goes Down,Drama,6.5,6.9
In Bruges,Comedy,7.4,7
In Bruges,Drama,7.4,7
In Bruges,Crime,7.4,7
In Cold Blood,Crime,7.4,8.3
In Cold Blood,Drama,7.4,8.3
In the Cut,Mystery,4.6,4.8
In the Cut,Thriller,4.6,4.8
In the Land of Women,Romance,5.8,5.4
In the Land of Women,Comedy,5.8,5.4
In the Land of Women,Drama,5.8,5.4
In the Valley of Elah,History,6.6,7
In the Valley of Elah,Drama,6.6,7
In the Valley of Elah,Thriller,6.6,7
In the Valley of Elah,Crime,6.6,7
In the Valley of Elah,Mystery,6.6,7
In Too Deep,Drama,6.2,4.9
In Too Deep,Action,6.2,4.9
In Too Deep,Thriller,6.2,4.9
In Too Deep,Crime,6.2,4.9
Independence Day,Action,6.7,6.2
Independence Day,Adventure,6.7,6.2
Independence Day,Science Fiction,6.7,6.2
Indiana Jones and the Kingdom of the Crystal Skull,Adventure,5.7,6.9
Indiana Jones and the Kingdom of the Crystal Skull,Action,5.7,6.9
Indiana Jones and the Last Crusade,Adventure,7.6,7.9
Indiana Jones and the Last Crusade,Action,7.6,7.9
Indiana Jones and the Temple of Doom,Adventure,7.1,7.2
Indiana Jones and the Temple of Doom,Action,7.1,7.2
Infamous,Drama,6.4,6.8
Inside Deep Throat,History,6.8,7
Inside Deep Throat,Documentary,6.8,7
Inside Man,Crime,7.3,7.3
Inside Man,Drama,7.3,7.3
Inside Man,Thriller,7.3,7.3
Insomnia,Crime,6.8,7.7
Insomnia,Mystery,6.8,7.7
Insomnia,Thriller,6.8,7.7
Into the Blue,Action,5.8,4
Into the Blue,Thriller,5.8,4
Into the Blue,Adventure,5.8,4
Into the Blue,Crime,5.8,4
Into the Wild,Adventure,7.8,7.5
Into the Wild,Drama,7.8,7.5
Intolerable Cruelty,Crime,5.8,6.7
Intolerable Cruelty,Comedy,5.8,6.7
Intolerable Cruelty,Romance,5.8,6.7
Invaders from Mars,Science Fiction,5.5,7
Ishtar,Action,4.2,3.4
Ishtar,Adventure,4.2,3.4
Ishtar,Comedy,4.2,3.4
Isn't She Great,Drama,4.6,4
Isn't She Great,Comedy,4.6,4
It Happened One Night,Comedy,7.7,8.7
It Happened One Night,Romance,7.7,8.7
It's a Wonderful Life,Drama,8,8.7
It's a Wonderful Life,Family,8,8.7
It's a Wonderful Life,Fantasy,8,8.7
It's All Gone Pete Tong,Drama,7.1,6.5
It's All Gone Pete Tong,Comedy,7.1,6.5
It's All Gone Pete Tong,Music,7.1,6.5
Jackass Number Two,Action,6.4,5.8
Jackass Number Two,Comedy,6.4,5.8
Jackass Number Two,Documentary,6.4,5.8
Jackass: The Movie,Documentary,6.1,5.1
Jackass: The Movie,Comedy,6.1,5.1
Jackie Brown,Comedy,7.3,7.3
Jackie Brown,Crime,7.3,7.3
Jackie Brown,Romance,7.3,7.3
Jarhead,Drama,6.6,6.3
Jarhead,War,6.6,6.3
Jason Goes to Hell: The Final Friday,Fantasy,4.2,4.1
Jason Goes to Hell: The Final Friday,Horror,4.2,4.1
Jason Goes to Hell: The Final Friday,Thriller,4.2,4.1
Jason X,Horror,4.5,3.6
Jason X,Science Fiction,4.5,3.6
Jawbreaker,Comedy,5.9,3.3
Jaws,Horror,7.5,8.8
Jaws,Thriller,7.5,8.8
Jaws,Adventure,7.5,8.8
Jaws: The Revenge,Adventure,3.5,2
Jaws: The Revenge,Thriller,3.5,2
Jay and Silent Bob Strike Back,Comedy,6.4,5.6
Jeepers Creepers,Horror,6.1,5.1
Jeepers Creepers,Thriller,6.1,5.1
Jefferson in Paris,Drama,5.2,4.9
Jefferson in Paris,Romance,5.2,4.9
Jerry Maguire,Comedy,6.7,7.4
Jerry Maguire,Drama,6.7,7.4
Jerry Maguire,Romance,6.7,7.4
Jersey Girl,Comedy,5.8,5.3
Jersey Girl,Romance,5.8,5.3
JFK,Drama,7.5,7.5
JFK,Thriller,7.5,7.5
JFK,History,7.5,7.5
Jimmy Neutron: Boy Genius,Action,5.6,6.4
Jimmy Neutron: Boy Genius,Adventure,5.6,6.4
Jimmy Neutron: Boy Genius,Animation,5.6,6.4
Jimmy Neutron: Boy Genius,Comedy,5.6,6.4
Jimmy Neutron: Boy Genius,Family,5.6,6.4
Jimmy Neutron: Boy Genius,Fantasy,5.6,6.4
Jimmy Neutron: Boy Genius,Science Fiction,5.6,6.4
Jingle All the Way,Family,5.5,4
Jingle All the Way,Comedy,5.5,4
The Messenger: The Story of Joan of Arc,Adventure,6.2,4.5
The Messenger: The Story of Joan of Arc,Drama,6.2,4.5
The Messenger: The Story of Joan of Arc,Action,6.2,4.5
The Messenger: The Story of Joan of Arc,History,6.2,4.5
The Messenger: The Story of Joan of Arc,War,6.2,4.5
Joe Dirt,Mystery,5.5,3
Joe Dirt,Adventure,5.5,3
Joe Dirt,Comedy,5.5,3
Joe Dirt,Romance,5.5,3
Joe Dirt,Drama,5.5,3
John Q,Drama,7,4.4
John Q,Thriller,7,4.4
John Q,Crime,7,4.4
Johnny English,Adventure,6,4.8
Johnny English,Action,6,4.8
Johnny English,Comedy,6,4.8
Journey to the Center of the Earth,Action,5.8,6
Journey to the Center of the Earth,Science Fiction,5.8,6
Journey to the Center of the Earth,Adventure,5.8,6
Journey to the Center of the Earth,Comedy,5.8,6
Journey to the Center of the Earth,Family,5.8,6
Joy Ride,Mystery,6.3,6.6
Joy Ride,Thriller,6.3,6.6
Joy Ride,Drama,6.3,6.6
Judgment at Nuremberg,Drama,7.6,7.7
Judgment at Nuremberg,History,7.6,7.7
Jumper,Adventure,5.9,4
Jumper,Fantasy,5.9,4
Jumper,Science Fiction,5.9,4
Juno,Comedy,7,8.1
Juno,Drama,7,8.1
Juno,Romance,7,8.1
Jurassic Park,Adventure,7.6,7.2
Jurassic Park,Science Fiction,7.6,7.2
Jurassic Park III,Adventure,5.7,5.2
Jurassic Park III,Action,5.7,5.2
Jurassic Park III,Thriller,5.7,5.2
Jurassic Park III,Science Fiction,5.7,5.2
Just Like Heaven,Comedy,6.5,5.7
Just Like Heaven,Fantasy,6.5,5.7
Just Like Heaven,Romance,6.5,5.7
Just My Luck,Comedy,5.8,3.7
Just My Luck,Drama,5.8,3.7
Just My Luck,Family,5.8,3.7
Just My Luck,Fantasy,5.8,3.7
Just My Luck,Romance,5.8,3.7
K-19: The Widowmaker,Drama,6.1,6.1
K-19: The Widowmaker,History,6.1,6.1
K-19: The Widowmaker,Thriller,6.1,6.1
K-PAX,Drama,7.1,5.1
K-PAX,Science Fiction,7.1,5.1
Keeping the Faith,Comedy,5.9,6.2
Kicking & Screaming,Romance,5.6,5.1
Kicking & Screaming,Comedy,5.6,5.1
Kicking & Screaming,Family,5.6,5.1
Kids,Drama,6.8,5
Kids,Crime,6.8,5
Kill Bill: Vol. 2,Action,7.6,7.7
Kill Bill: Vol. 2,Crime,7.6,7.7
Kill Bill: Vol. 2,Thriller,7.6,7.7
Killing Zoe,Action,6.1,5.1
Killing Zoe,Crime,6.1,5.1
Killing Zoe,Drama,6.1,5.1
Killing Zoe,Thriller,6.1,5.1
Kindergarten Cop,Comedy,5.8,5.1
King Kong,Adventure,6.6,7.7
King Kong,Drama,6.6,7.7
King Kong,Action,6.6,7.7
Kingdom of Heaven,Drama,6.6,5.5
Kingdom of Heaven,Action,6.6,5.5
Kingdom of Heaven,Adventure,6.6,5.5
Kingdom of Heaven,History,6.6,5.5
Kingdom of Heaven,War,6.6,5.5
Kingdom of the Spiders,Horror,5.7,5.5
Kingdom of the Spiders,Science Fiction,5.7,5.5
Kingpin,Comedy,6.7,5.8
Kiss Kiss Bang Bang,Action,7.2,7.4
Kiss Kiss Bang Bang,Comedy,7.2,7.4
Kiss Kiss Bang Bang,Crime,7.2,7.4
Kiss Kiss Bang Bang,Mystery,7.2,7.4
Kiss of the Dragon,Action,6.4,5.3
Kiss of the Dragon,Crime,6.4,5.3
Kiss of the Dragon,Thriller,6.4,5.3
Kiss the Girls,Drama,6.2,5.4
Kiss the Girls,Mystery,6.2,5.4
Kiss the Girls,Thriller,6.2,5.4
Kiss the Girls,Crime,6.2,5.4
Kissing Jessica Stein,Comedy,5.9,7
Knockaround Guys,Crime,5.9,4.3
Knockaround Guys,Thriller,5.9,4.3
Kundun,Drama,6.8,7.3
Kung Fu Panda,Adventure,6.9,7.2
Kung Fu Panda,Animation,6.9,7.2
Kung Fu Panda,Family,6.9,7.2
Kung Fu Panda,Comedy,6.9,7.2
L.A. Confidential,Crime,7.7,8.6
L.A. Confidential,Drama,7.7,8.6
L.A. Confidential,Mystery,7.7,8.6
L.A. Confidential,Thriller,7.7,8.6
La Bamba,Drama,6.8,6.8
La Bamba,Music,6.8,6.8
Lady in the Water,Drama,5.3,4.2
Lady in the Water,Thriller,5.3,4.2
Lady in the Water,Fantasy,5.3,4.2
Lady in the Water,Mystery,5.3,4.2
Ladyhawke,Adventure,6.8,5.5
Ladyhawke,Drama,6.8,5.5
Ladyhawke,Fantasy,6.8,5.5
Ladyhawke,Romance,6.8,5.5
Lake Placid,Horror,5.5,5
Lake Placid,Comedy,5.5,5
Lake Placid,Action,5.5,5
Lake Placid,Science Fiction,5.5,5
Lake Placid,Thriller,5.5,5
Lakeview Terrace,Drama,5.9,5.5
Lakeview Terrace,Crime,5.9,5.5
Lakeview Terrace,Thriller,5.9,5.5
Land of the Dead,Horror,6,6.6
Lara Croft Tomb Raider: The Cradle of Life,Action,5.5,4.5
Lara Croft Tomb Raider: The Cradle of Life,Adventure,5.5,4.5
